,lsat,pass_bar,bar
11310,33.0,1.0,b'a Passed 1st time'
11311,29.0,1.0,b'a Passed 1st time'
11312,24.0,1.0,b'a Passed 1st time'
11313,36.0,1.0,b'a Passed 1st time'
11314,34.0,1.0,b'b Passed 2nd time'
11315,44.0,1.0,b'a Passed 1st time'
11316,35.0,1.0,b'a Passed 1st time'
11318,37.0,1.0,b'a Passed 1st time'
11319,44.0,1.0,b'a Passed 1st time'
11320,44.0,1.0,b'a Passed 1st time'
11321,27.0,1.0,b'a Passed 1st time'
11322,37.5,1.0,b'a Passed 1st time'
11323,33.0,1.0,b'b Passed 2nd time'
11324,33.5,1.0,b'a Passed 1st time'
11325,40.0,1.0,b'a Passed 1st time'
11326,28.5,0.0,b'c Failed'
11329,33.0,1.0,b'a Passed 1st time'
11330,44.0,1.0,b'a Passed 1st time'
11332,36.0,0.0,b'c Failed'
11333,26.5,1.0,b'b Passed 2nd time'
11334,43.0,1.0,b'a Passed 1st time'
11335,28.0,1.0,b'a Passed 1st time'
11336,35.0,1.0,b'b Passed 2nd time'
11337,34.0,1.0,b'a Passed 1st time'
11338,38.0,1.0,b'a Passed 1st time'
11339,40.0,1.0,b'a Passed 1st time'
11342,35.0,1.0,b'a Passed 1st time'
11344,39.0,1.0,b'a Passed 1st time'
11345,33.0,0.0,b'c Failed'
11347,33.0,1.0,b'a Passed 1st time'
11348,40.0,1.0,b'a Passed 1st time'
11350,30.0,1.0,b'a Passed 1st time'
11351,40.0,1.0,b'a Passed 1st time'
11352,36.0,0.0,b'c Failed'
11353,33.0,1.0,b'a Passed 1st time'
11354,41.0,1.0,b'a Passed 1st time'
11356,31.0,1.0,b'a Passed 1st time'
11357,34.0,1.0,b'a Passed 1st time'
11358,34.0,1.0,b'a Passed 1st time'
11359,32.5,1.0,b'b Passed 2nd time'
11360,32.0,1.0,b'a Passed 1st time'
11361,35.0,1.0,b'a Passed 1st time'
11362,34.0,1.0,b'a Passed 1st time'
11363,45.0,1.0,b'a Passed 1st time'
11365,31.0,1.0,b'b Passed 2nd time'
11366,32.5,1.0,b'a Passed 1st time'
11367,41.0,1.0,b'a Passed 1st time'
11370,35.0,1.0,b'a Passed 1st time'
11371,37.0,1.0,b'a Passed 1st time'
11372,38.0,1.0,b'a Passed 1st time'
11373,43.0,1.0,b'a Passed 1st time'
11374,40.0,1.0,b'a Passed 1st time'
11376,43.0,1.0,b'a Passed 1st time'
11377,47.0,1.0,b'a Passed 1st time'
11378,39.0,1.0,b'a Passed 1st time'
11379,26.5,1.0,b'a Passed 1st time'
11380,32.0,1.0,b'a Passed 1st time'
11381,44.0,1.0,b'a Passed 1st time'
11382,45.0,1.0,b'a Passed 1st time'
11383,36.0,1.0,b'a Passed 1st time'
11384,36.0,1.0,b'a Passed 1st time'
11385,35.0,1.0,b'a Passed 1st time'
11386,41.0,1.0,b'a Passed 1st time'
11387,37.0,1.0,b'a Passed 1st time'
11389,33.0,1.0,b'a Passed 1st time'
11390,26.5,1.0,b'a Passed 1st time'
11391,45.0,1.0,b'a Passed 1st time'
11393,42.0,1.0,b'a Passed 1st time'
11394,40.0,1.0,b'a Passed 1st time'
11395,37.0,1.0,b'a Passed 1st time'
11396,44.0,1.0,b'a Passed 1st time'
11397,44.0,1.0,b'a Passed 1st time'
11398,36.0,1.0,b'a Passed 1st time'
11399,34.0,1.0,b'a Passed 1st time'
11400,29.0,1.0,b'a Passed 1st time'
11401,36.0,1.0,b'a Passed 1st time'
11403,35.0,1.0,b'a Passed 1st time'
11404,48.0,1.0,b'a Passed 1st time'
11405,37.0,1.0,b'a Passed 1st time'
11407,33.5,1.0,b'b Passed 2nd time'
11408,32.0,1.0,b'a Passed 1st time'
11411,35.0,1.0,b'a Passed 1st time'
11413,36.0,0.0,b'c Failed'
11414,41.0,1.0,b'a Passed 1st time'
11415,40.0,1.0,b'a Passed 1st time'
11416,38.0,1.0,b'a Passed 1st time'
11419,41.0,1.0,b'b Passed 2nd time'
11420,22.0,0.0,b'c Failed'
11421,42.0,1.0,b'a Passed 1st time'
11422,33.0,1.0,b'a Passed 1st time'
11423,45.0,1.0,b'a Passed 1st time'
11425,33.0,1.0,b'a Passed 1st time'
11426,31.0,1.0,b'a Passed 1st time'
11427,34.5,1.0,b'a Passed 1st time'
11428,42.0,1.0,b'a Passed 1st time'
11429,41.0,1.0,b'a Passed 1st time'
11430,31.0,1.0,b'a Passed 1st time'
11431,46.0,1.0,b'a Passed 1st time'
11433,34.0,1.0,b'a Passed 1st time'
11434,41.0,1.0,b'a Passed 1st time'
11437,40.0,1.0,b'a Passed 1st time'
11438,45.0,1.0,b'a Passed 1st time'
11439,41.0,1.0,b'a Passed 1st time'
11440,26.0,0.0,b'c Failed'
11442,42.0,1.0,b'a Passed 1st time'
11443,34.0,1.0,b'a Passed 1st time'
11444,39.0,1.0,b'a Passed 1st time'
11445,31.0,1.0,b'a Passed 1st time'
11446,37.5,1.0,b'a Passed 1st time'
11447,40.0,1.0,b'a Passed 1st time'
11448,35.0,1.0,b'a Passed 1st time'
11450,35.5,1.0,b'a Passed 1st time'
11453,47.0,1.0,b'a Passed 1st time'
11454,41.0,1.0,b'a Passed 1st time'
11455,38.0,1.0,b'a Passed 1st time'
11456,32.0,0.0,b'c Failed'
11457,37.0,1.0,b'a Passed 1st time'
11458,40.0,1.0,b'a Passed 1st time'
11459,27.0,1.0,b'a Passed 1st time'
11460,38.0,1.0,b'a Passed 1st time'
11461,38.0,1.0,b'a Passed 1st time'
11463,33.0,1.0,b'b Passed 2nd time'
11464,42.0,1.0,b'a Passed 1st time'
11465,42.0,1.0,b'a Passed 1st time'
11466,37.5,1.0,b'a Passed 1st time'
11467,39.0,1.0,b'a Passed 1st time'
11468,22.5,0.0,b'c Failed'
11469,34.0,1.0,b'a Passed 1st time'
11470,32.0,1.0,b'a Passed 1st time'
11471,41.0,1.0,b'a Passed 1st time'
11472,31.0,1.0,b'a Passed 1st time'
11475,28.0,1.0,b'a Passed 1st time'
11476,29.0,1.0,b'a Passed 1st time'
11477,35.0,1.0,b'a Passed 1st time'
11478,32.0,1.0,b'a Passed 1st time'
11479,38.0,1.0,b'a Passed 1st time'
11480,32.0,1.0,b'a Passed 1st time'
11481,45.0,1.0,b'a Passed 1st time'
11482,37.0,1.0,b'a Passed 1st time'
11483,38.0,1.0,b'a Passed 1st time'
11484,36.0,1.0,b'a Passed 1st time'
11485,36.0,1.0,b'a Passed 1st time'
11486,44.0,1.0,b'a Passed 1st time'
11487,36.0,0.0,b'c Failed'
11489,45.0,1.0,b'a Passed 1st time'
11490,31.0,1.0,b'a Passed 1st time'
11491,34.0,1.0,b'b Passed 2nd time'
11492,35.0,1.0,b'a Passed 1st time'
11495,41.0,1.0,b'a Passed 1st time'
11496,36.0,1.0,b'a Passed 1st time'
11497,40.0,1.0,b'a Passed 1st time'
11498,40.0,1.0,b'a Passed 1st time'
11499,37.0,1.0,b'a Passed 1st time'
11500,42.0,1.0,b'a Passed 1st time'
11502,44.0,0.0,b'c Failed'
11503,34.5,1.0,b'a Passed 1st time'
11504,35.0,1.0,b'a Passed 1st time'
11506,,1.0,b'a Passed 1st time'
11507,40.0,1.0,b'a Passed 1st time'
11509,30.0,0.0,b'c Failed'
11510,44.0,1.0,b'a Passed 1st time'
11511,45.0,1.0,b'a Passed 1st time'
11512,42.0,1.0,b'a Passed 1st time'
11514,36.5,1.0,b'a Passed 1st time'
11515,31.0,1.0,b'a Passed 1st time'
11516,31.0,1.0,b'a Passed 1st time'
11517,33.0,1.0,b'a Passed 1st time'
11518,37.0,1.0,b'a Passed 1st time'
11519,36.5,1.0,b'a Passed 1st time'
11521,26.0,1.0,b'b Passed 2nd time'
11524,40.0,1.0,b'a Passed 1st time'
11525,45.0,1.0,b'a Passed 1st time'
11526,38.5,1.0,b'a Passed 1st time'
11527,24.5,1.0,b'b Passed 2nd time'
11528,38.0,1.0,b'a Passed 1st time'
11529,42.0,1.0,b'a Passed 1st time'
11530,44.0,1.0,b'a Passed 1st time'
11531,36.0,1.0,b'a Passed 1st time'
11534,31.0,1.0,b'a Passed 1st time'
11536,44.0,1.0,b'a Passed 1st time'
11537,47.0,1.0,b'a Passed 1st time'
11538,38.0,1.0,b'a Passed 1st time'
11539,38.0,1.0,b'a Passed 1st time'
11540,32.0,1.0,b'a Passed 1st time'
11541,39.5,1.0,b'a Passed 1st time'
11543,35.0,1.0,b'a Passed 1st time'
11544,32.0,0.0,b'c Failed'
11545,43.0,1.0,b'a Passed 1st time'
11546,38.0,1.0,b'a Passed 1st time'
11547,42.0,1.0,b'a Passed 1st time'
11548,34.0,1.0,b'b Passed 2nd time'
11549,28.0,1.0,b'a Passed 1st time'
11551,45.0,1.0,b'a Passed 1st time'
11552,31.0,0.0,b'c Failed'
11553,43.0,1.0,b'a Passed 1st time'
11554,38.0,1.0,b'a Passed 1st time'
11555,25.0,1.0,b'a Passed 1st time'
11556,30.0,1.0,b'a Passed 1st time'
11557,26.0,0.0,b'c Failed'
11558,43.0,1.0,b'a Passed 1st time'
11559,44.0,1.0,b'a Passed 1st time'
11560,46.0,1.0,b'a Passed 1st time'
11561,38.0,1.0,b'a Passed 1st time'
11562,36.5,1.0,b'a Passed 1st time'
11563,41.0,1.0,b'a Passed 1st time'
11564,40.0,1.0,b'a Passed 1st time'
11565,28.0,1.0,b'b Passed 2nd time'
11566,43.0,1.0,b'a Passed 1st time'
11567,35.0,1.0,b'a Passed 1st time'
11568,41.0,1.0,b'a Passed 1st time'
11569,44.0,1.0,b'a Passed 1st time'
11570,33.5,1.0,b'a Passed 1st time'
11571,42.0,1.0,b'a Passed 1st time'
11572,37.0,1.0,b'a Passed 1st time'
11573,33.0,1.0,b'b Passed 2nd time'
11574,32.0,1.0,b'b Passed 2nd time'
11575,34.0,1.0,b'a Passed 1st time'
11577,44.0,1.0,b'a Passed 1st time'
11579,34.0,1.0,b'a Passed 1st time'
11580,35.0,1.0,b'a Passed 1st time'
11581,32.0,1.0,b'a Passed 1st time'
11582,41.0,1.0,b'a Passed 1st time'
11583,33.0,1.0,b'a Passed 1st time'
11584,42.0,1.0,b'a Passed 1st time'
11586,35.5,1.0,b'a Passed 1st time'
11587,31.0,1.0,b'a Passed 1st time'
11588,37.0,1.0,b'a Passed 1st time'
11589,40.0,1.0,b'a Passed 1st time'
11590,33.0,1.0,b'a Passed 1st time'
11591,45.0,1.0,b'a Passed 1st time'
11592,29.0,0.0,b'c Failed'
11593,37.0,1.0,b'a Passed 1st time'
11594,41.0,1.0,b'a Passed 1st time'
11595,43.0,1.0,b'a Passed 1st time'
11596,39.0,1.0,b'a Passed 1st time'
11597,30.0,1.0,b'a Passed 1st time'
11598,44.0,1.0,b'a Passed 1st time'
11599,32.0,1.0,b'a Passed 1st time'
11600,40.0,1.0,b'a Passed 1st time'
11601,36.0,1.0,b'a Passed 1st time'
11603,28.0,1.0,b'a Passed 1st time'
11604,40.0,1.0,b'a Passed 1st time'
11605,39.0,1.0,b'a Passed 1st time'
11606,34.0,0.0,b'c Failed'
11607,42.0,1.0,b'a Passed 1st time'
11608,39.0,1.0,b'a Passed 1st time'
11609,33.0,0.0,b'c Failed'
11611,36.0,1.0,b'a Passed 1st time'
11612,32.7,1.0,b'a Passed 1st time'
11613,44.0,1.0,b'a Passed 1st time'
11616,40.0,1.0,b'a Passed 1st time'
11617,40.0,1.0,b'a Passed 1st time'
11618,32.0,1.0,b'a Passed 1st time'
11619,38.0,1.0,b'a Passed 1st time'
11620,36.5,1.0,b'a Passed 1st time'
11621,32.0,1.0,b'a Passed 1st time'
11622,36.0,1.0,b'a Passed 1st time'
11623,29.0,0.0,b'c Failed'
11624,38.0,0.0,b'c Failed'
11625,42.0,1.0,b'a Passed 1st time'
11626,46.0,1.0,b'a Passed 1st time'
11627,35.0,1.0,b'a Passed 1st time'
11628,38.0,1.0,b'a Passed 1st time'
11630,40.0,1.0,b'a Passed 1st time'
11631,25.7,1.0,b'a Passed 1st time'
11633,35.0,1.0,b'a Passed 1st time'
11634,36.0,1.0,b'a Passed 1st time'
11635,46.0,1.0,b'a Passed 1st time'
11637,44.0,1.0,b'a Passed 1st time'
11638,29.0,1.0,b'a Passed 1st time'
11640,36.0,1.0,b'a Passed 1st time'
11641,36.0,1.0,b'a Passed 1st time'
11642,37.0,1.0,b'a Passed 1st time'
11643,38.0,1.0,b'a Passed 1st time'
11644,36.0,1.0,b'a Passed 1st time'
11646,39.0,1.0,b'a Passed 1st time'
11647,32.0,1.0,b'a Passed 1st time'
11648,39.0,1.0,b'a Passed 1st time'
11649,34.3,1.0,b'b Passed 2nd time'
11651,39.0,1.0,b'a Passed 1st time'
11652,42.0,1.0,b'a Passed 1st time'
11653,31.5,1.0,b'a Passed 1st time'
11654,40.0,1.0,b'a Passed 1st time'
11655,38.0,1.0,b'a Passed 1st time'
11656,28.0,1.0,b'a Passed 1st time'
11657,41.0,1.0,b'a Passed 1st time'
11658,35.5,1.0,b'a Passed 1st time'
11659,42.0,1.0,b'a Passed 1st time'
11660,34.0,1.0,b'a Passed 1st time'
11661,36.0,1.0,b'a Passed 1st time'
11662,40.7,1.0,b'a Passed 1st time'
11663,42.0,1.0,b'a Passed 1st time'
11664,48.0,1.0,b'a Passed 1st time'
11665,40.0,1.0,b'a Passed 1st time'
11666,20.0,1.0,b'a Passed 1st time'
11667,30.5,1.0,b'a Passed 1st time'
11668,37.0,1.0,b'a Passed 1st time'
11669,37.0,1.0,b'a Passed 1st time'
11670,37.0,1.0,b'a Passed 1st time'
11671,22.5,0.0,b'c Failed'
11672,39.0,1.0,b'a Passed 1st time'
11673,43.0,1.0,b'a Passed 1st time'
11675,30.3,1.0,b'a Passed 1st time'
11676,36.0,1.0,b'b Passed 2nd time'
11677,35.0,1.0,b'a Passed 1st time'
11679,36.0,1.0,b'a Passed 1st time'
11680,38.0,1.0,b'a Passed 1st time'
11681,41.0,1.0,b'a Passed 1st time'
11682,23.0,1.0,b'a Passed 1st time'
11683,26.0,1.0,b'a Passed 1st time'
11684,40.0,1.0,b'a Passed 1st time'
11686,42.0,1.0,b'a Passed 1st time'
11689,39.0,1.0,b'a Passed 1st time'
11691,45.0,1.0,b'a Passed 1st time'
11692,33.0,0.0,b'c Failed'
11693,40.0,1.0,b'a Passed 1st time'
11694,42.0,1.0,b'a Passed 1st time'
11695,39.0,1.0,b'a Passed 1st time'
11697,33.0,1.0,b'a Passed 1st time'
11698,48.0,1.0,b'a Passed 1st time'
11699,45.0,1.0,b'a Passed 1st time'
11700,37.0,1.0,b'a Passed 1st time'
11701,37.0,1.0,b'a Passed 1st time'
11702,38.0,1.0,b'a Passed 1st time'
11703,39.0,0.0,b'c Failed'
11704,37.5,1.0,b'a Passed 1st time'
11705,36.0,1.0,b'a Passed 1st time'
11707,38.0,1.0,b'a Passed 1st time'
11709,37.0,1.0,b'a Passed 1st time'
11710,31.0,1.0,b'a Passed 1st time'
11711,35.0,1.0,b'a Passed 1st time'
11713,35.0,1.0,b'a Passed 1st time'
11714,47.0,1.0,b'a Passed 1st time'
11715,28.0,1.0,b'a Passed 1st time'
11716,28.5,1.0,b'a Passed 1st time'
11717,37.0,1.0,b'a Passed 1st time'
11718,41.0,1.0,b'a Passed 1st time'
11719,44.0,1.0,b'a Passed 1st time'
11720,37.0,1.0,b'a Passed 1st time'
11722,32.0,1.0,b'a Passed 1st time'
11724,37.0,1.0,b'a Passed 1st time'
11725,36.0,1.0,b'a Passed 1st time'
11726,47.0,1.0,b'a Passed 1st time'
11727,40.0,1.0,b'a Passed 1st time'
11728,32.0,1.0,b'b Passed 2nd time'
11729,39.0,1.0,b'a Passed 1st time'
11730,32.0,1.0,b'a Passed 1st time'
11731,35.0,1.0,b'a Passed 1st time'
11732,36.0,1.0,b'a Passed 1st time'
11733,42.0,1.0,b'a Passed 1st time'
11734,38.0,1.0,b'a Passed 1st time'
11735,46.0,0.0,b'c Failed'
11736,29.0,1.0,b'a Passed 1st time'
11737,48.0,1.0,b'a Passed 1st time'
11738,38.0,1.0,b'a Passed 1st time'
11739,34.0,1.0,b'a Passed 1st time'
11740,35.0,1.0,b'a Passed 1st time'
11743,30.0,1.0,b'a Passed 1st time'
11746,44.0,1.0,b'a Passed 1st time'
11747,34.0,1.0,b'a Passed 1st time'
11748,31.0,1.0,b'a Passed 1st time'
11749,36.0,1.0,b'a Passed 1st time'
11750,41.0,1.0,b'a Passed 1st time'
11751,33.5,1.0,b'a Passed 1st time'
11752,45.0,1.0,b'a Passed 1st time'
11754,33.0,1.0,b'a Passed 1st time'
11755,44.0,1.0,b'a Passed 1st time'
11756,43.0,1.0,b'a Passed 1st time'
11757,47.0,1.0,b'a Passed 1st time'
11758,33.0,1.0,b'a Passed 1st time'
11759,42.0,1.0,b'a Passed 1st time'
11760,33.0,1.0,b'a Passed 1st time'
11761,41.0,1.0,b'a Passed 1st time'
11762,48.0,1.0,b'a Passed 1st time'
11763,34.0,1.0,b'a Passed 1st time'
11764,31.0,0.0,b'c Failed'
11765,39.0,1.0,b'a Passed 1st time'
11766,41.5,1.0,b'a Passed 1st time'
11767,39.0,1.0,b'a Passed 1st time'
11768,37.0,1.0,b'a Passed 1st time'
11769,38.0,1.0,b'a Passed 1st time'
11770,36.0,1.0,b'a Passed 1st time'
11771,30.0,1.0,b'a Passed 1st time'
11773,42.0,1.0,b'a Passed 1st time'
11774,41.0,1.0,b'a Passed 1st time'
11775,36.0,1.0,b'a Passed 1st time'
11776,24.5,0.0,b'c Failed'
11778,28.0,0.0,b'c Failed'
11779,25.0,1.0,b'a Passed 1st time'
11780,48.0,1.0,b'a Passed 1st time'
11781,34.0,1.0,b'b Passed 2nd time'
11782,30.0,1.0,b'a Passed 1st time'
11783,35.0,1.0,b'a Passed 1st time'
11784,40.0,1.0,b'a Passed 1st time'
11786,39.0,1.0,b'a Passed 1st time'
11787,38.0,1.0,b'a Passed 1st time'
11789,38.0,1.0,b'a Passed 1st time'
11790,24.0,1.0,b'a Passed 1st time'
11791,44.0,1.0,b'a Passed 1st time'
11792,35.0,1.0,b'a Passed 1st time'
11793,41.0,1.0,b'a Passed 1st time'
11794,34.0,1.0,b'a Passed 1st time'
11795,32.0,1.0,b'a Passed 1st time'
11796,29.0,1.0,b'a Passed 1st time'
11797,44.0,1.0,b'a Passed 1st time'
11799,42.0,1.0,b'a Passed 1st time'
11800,40.0,1.0,b'a Passed 1st time'
11801,39.0,1.0,b'a Passed 1st time'
11802,32.5,1.0,b'a Passed 1st time'
11804,37.0,1.0,b'a Passed 1st time'
11805,37.0,0.0,b'c Failed'
11806,37.0,1.0,b'a Passed 1st time'
11807,37.0,1.0,b'b Passed 2nd time'
11808,39.0,1.0,b'a Passed 1st time'
11812,45.0,1.0,b'a Passed 1st time'
11813,35.0,1.0,b'a Passed 1st time'
11814,35.5,1.0,b'a Passed 1st time'
11815,41.0,1.0,b'a Passed 1st time'
11816,45.0,1.0,b'a Passed 1st time'
11817,30.0,1.0,b'a Passed 1st time'
11818,40.0,1.0,b'a Passed 1st time'
11819,36.0,0.0,b'c Failed'
11822,31.0,1.0,b'a Passed 1st time'
11823,37.0,0.0,b'c Failed'
11825,33.0,1.0,b'b Passed 2nd time'
11826,42.0,1.0,b'a Passed 1st time'
11827,43.0,1.0,b'a Passed 1st time'
11828,30.0,1.0,b'b Passed 2nd time'
11829,29.5,1.0,b'b Passed 2nd time'
11830,29.7,0.0,b'c Failed'
11831,29.0,0.0,b'c Failed'
11832,42.0,1.0,b'a Passed 1st time'
11833,25.0,1.0,b'a Passed 1st time'
11835,33.0,1.0,b'a Passed 1st time'
11836,30.0,1.0,b'a Passed 1st time'
11837,33.0,1.0,b'a Passed 1st time'
11838,35.0,1.0,b'a Passed 1st time'
11839,40.0,1.0,b'a Passed 1st time'
11840,39.0,1.0,b'a Passed 1st time'
11841,35.0,1.0,b'b Passed 2nd time'
11842,30.5,1.0,b'a Passed 1st time'
11843,38.0,1.0,b'a Passed 1st time'
11845,41.0,1.0,b'a Passed 1st time'
11846,48.0,1.0,b'a Passed 1st time'
11847,35.0,1.0,b'a Passed 1st time'
11849,46.0,1.0,b'a Passed 1st time'
11850,33.0,1.0,b'b Passed 2nd time'
11851,30.0,1.0,b'b Passed 2nd time'
11852,34.0,1.0,b'a Passed 1st time'
11853,43.0,1.0,b'a Passed 1st time'
11854,39.0,1.0,b'a Passed 1st time'
11856,42.0,1.0,b'a Passed 1st time'
11857,34.0,1.0,b'a Passed 1st time'
11858,34.5,1.0,b'a Passed 1st time'
11859,36.0,1.0,b'a Passed 1st time'
11860,38.0,1.0,b'a Passed 1st time'
11861,32.0,1.0,b'a Passed 1st time'
11862,42.0,1.0,b'a Passed 1st time'
11863,30.0,1.0,b'b Passed 2nd time'
11865,29.0,1.0,b'a Passed 1st time'
11866,42.0,1.0,b'a Passed 1st time'
11867,35.0,1.0,b'a Passed 1st time'
11868,35.0,1.0,b'a Passed 1st time'
11869,36.5,1.0,b'a Passed 1st time'
11870,26.5,1.0,b'a Passed 1st time'
11871,31.0,1.0,b'b Passed 2nd time'
11872,39.0,1.0,b'a Passed 1st time'
11873,27.0,1.0,b'a Passed 1st time'
11874,29.0,1.0,b'a Passed 1st time'
11875,27.0,1.0,b'b Passed 2nd time'
11876,40.0,1.0,b'a Passed 1st time'
11877,32.0,1.0,b'a Passed 1st time'
11879,41.0,1.0,b'a Passed 1st time'
11880,41.0,1.0,b'a Passed 1st time'
11881,34.0,1.0,b'a Passed 1st time'
11882,28.0,1.0,b'a Passed 1st time'
11883,44.0,1.0,b'a Passed 1st time'
11887,38.0,1.0,b'a Passed 1st time'
11888,38.0,1.0,b'a Passed 1st time'
11889,39.0,1.0,b'a Passed 1st time'
11890,36.0,1.0,b'a Passed 1st time'
11891,36.0,1.0,b'a Passed 1st time'
11892,39.0,1.0,b'a Passed 1st time'
11893,34.0,1.0,b'a Passed 1st time'
11894,42.0,1.0,b'a Passed 1st time'
11895,27.0,1.0,b'a Passed 1st time'
11898,41.0,1.0,b'a Passed 1st time'
11901,36.0,1.0,b'a Passed 1st time'
11902,35.0,1.0,b'a Passed 1st time'
11903,40.0,1.0,b'a Passed 1st time'
11905,31.0,1.0,b'a Passed 1st time'
11906,37.0,1.0,b'a Passed 1st time'
11908,42.0,1.0,b'a Passed 1st time'
11909,42.0,1.0,b'a Passed 1st time'
11912,37.0,1.0,b'a Passed 1st time'
11913,37.0,1.0,b'a Passed 1st time'
11914,44.0,1.0,b'a Passed 1st time'
11915,41.0,1.0,b'a Passed 1st time'
11916,37.0,1.0,b'a Passed 1st time'
11918,33.0,0.0,b'c Failed'
11919,39.0,1.0,b'a Passed 1st time'
11920,34.0,1.0,b'a Passed 1st time'
11921,29.0,1.0,b'a Passed 1st time'
11922,18.0,1.0,b'b Passed 2nd time'
11923,42.0,1.0,b'a Passed 1st time'
11924,36.0,1.0,b'a Passed 1st time'
11925,40.0,1.0,b'a Passed 1st time'
11926,36.0,1.0,b'a Passed 1st time'
11927,40.0,1.0,b'a Passed 1st time'
11928,39.5,1.0,b'e non-Grad'
11930,37.0,1.0,b'a Passed 1st time'
11931,40.0,1.0,b'a Passed 1st time'
11932,26.0,0.0,b'c Failed'
11933,37.0,1.0,b'a Passed 1st time'
11934,37.0,1.0,b'a Passed 1st time'
11936,36.5,1.0,b'a Passed 1st time'
11937,24.0,1.0,b'a Passed 1st time'
11938,34.0,1.0,b'a Passed 1st time'
11939,26.0,1.0,b'b Passed 2nd time'
11940,44.0,1.0,b'a Passed 1st time'
11941,34.0,1.0,b'a Passed 1st time'
11942,35.0,1.0,b'a Passed 1st time'
11944,47.0,1.0,b'a Passed 1st time'
11945,42.0,1.0,b'a Passed 1st time'
11946,,1.0,b'a Passed 1st time'
11947,40.0,1.0,b'a Passed 1st time'
11948,38.0,1.0,b'a Passed 1st time'
11949,32.0,1.0,b'a Passed 1st time'
11950,46.0,1.0,b'a Passed 1st time'
11953,33.0,1.0,b'a Passed 1st time'
11954,39.0,1.0,b'a Passed 1st time'
11955,37.0,1.0,b'a Passed 1st time'
11956,38.0,1.0,b'a Passed 1st time'
11957,40.0,1.0,b'a Passed 1st time'
11958,26.0,1.0,b'a Passed 1st time'
11959,44.0,1.0,b'a Passed 1st time'
11960,36.0,1.0,b'a Passed 1st time'
11961,37.0,1.0,b'a Passed 1st time'
11962,38.0,1.0,b'a Passed 1st time'
11963,29.0,1.0,b'a Passed 1st time'
11964,39.0,1.0,b'b Passed 2nd time'
11965,31.0,1.0,b'a Passed 1st time'
11966,47.0,1.0,b'a Passed 1st time'
11968,43.0,1.0,b'a Passed 1st time'
11970,48.0,1.0,b'a Passed 1st time'
11971,41.0,1.0,b'a Passed 1st time'
11972,30.0,1.0,b'a Passed 1st time'
11974,31.5,1.0,b'a Passed 1st time'
11975,38.0,1.0,b'a Passed 1st time'
11976,40.0,1.0,b'a Passed 1st time'
11977,38.0,1.0,b'a Passed 1st time'
11978,42.0,1.0,b'a Passed 1st time'
11980,42.0,1.0,b'a Passed 1st time'
11981,35.0,1.0,b'a Passed 1st time'
11982,42.0,1.0,b'a Passed 1st time'
11983,35.0,1.0,b'a Passed 1st time'
11985,42.0,1.0,b'a Passed 1st time'
11986,43.0,1.0,b'a Passed 1st time'
11989,36.0,1.0,b'a Passed 1st time'
11990,38.0,1.0,b'a Passed 1st time'
11991,42.5,1.0,b'a Passed 1st time'
11992,36.5,1.0,b'a Passed 1st time'
11993,29.5,1.0,b'a Passed 1st time'
11994,36.0,1.0,b'a Passed 1st time'
11995,36.0,1.0,b'b Passed 2nd time'
11996,48.0,1.0,b'a Passed 1st time'
11997,36.0,1.0,b'a Passed 1st time'
11998,36.0,1.0,b'a Passed 1st time'
11999,39.0,1.0,b'a Passed 1st time'
12000,36.0,1.0,b'a Passed 1st time'
12001,45.0,1.0,b'a Passed 1st time'
12002,37.0,0.0,b'c Failed'
12003,36.5,1.0,b'a Passed 1st time'
12004,40.0,1.0,b'a Passed 1st time'
12005,38.0,0.0,b'c Failed'
12006,33.5,1.0,b'a Passed 1st time'
12008,39.0,1.0,b'a Passed 1st time'
12009,37.0,1.0,b'a Passed 1st time'
12012,44.0,1.0,b'a Passed 1st time'
12013,35.0,1.0,b'a Passed 1st time'
12015,35.0,0.0,b'c Failed'
12016,36.5,1.0,b'a Passed 1st time'
12018,41.0,1.0,b'a Passed 1st time'
12019,37.0,1.0,b'a Passed 1st time'
12020,26.7,1.0,b'a Passed 1st time'
12021,36.0,1.0,b'b Passed 2nd time'
12022,34.0,1.0,b'a Passed 1st time'
12023,42.0,1.0,b'a Passed 1st time'
12024,28.0,0.0,b'c Failed'
12025,25.0,1.0,b'a Passed 1st time'
12026,35.0,1.0,b'a Passed 1st time'
12027,35.0,1.0,b'a Passed 1st time'
12029,36.0,1.0,b'a Passed 1st time'
12030,32.5,1.0,b'a Passed 1st time'
12031,32.0,1.0,b'a Passed 1st time'
12033,48.0,1.0,b'b Passed 2nd time'
12034,42.0,1.0,b'a Passed 1st time'
12035,36.0,1.0,b'a Passed 1st time'
12037,35.0,1.0,b'b Passed 2nd time'
12038,46.0,1.0,b'a Passed 1st time'
12040,33.0,1.0,b'a Passed 1st time'
12041,44.0,1.0,b'a Passed 1st time'
12042,27.0,1.0,b'a Passed 1st time'
12043,34.0,1.0,b'a Passed 1st time'
12044,28.0,1.0,b'a Passed 1st time'
12045,36.5,1.0,b'a Passed 1st time'
12046,35.0,1.0,b'a Passed 1st time'
12048,35.0,1.0,b'a Passed 1st time'
12049,39.0,1.0,b'a Passed 1st time'
12050,33.0,1.0,b'a Passed 1st time'
12051,32.0,1.0,b'a Passed 1st time'
12052,37.0,1.0,b'a Passed 1st time'
12053,35.0,1.0,b'a Passed 1st time'
